option_type,strike,creation,maturity,mark_price,last_price,mark_iv,index_price
put,4400.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3204,0.465,73.03,3728.82
call,4500.0,2024-03-06 12:11:00,2024-12-27 08:00:00,0.1635,0.1955,73.38,3728.78
put,4500.0,2024-03-06 12:11:00,2024-12-27 08:00:00,0.34,0.602,73.38,3728.78
call,4600.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.157,0.188,73.62,3728.78
put,4600.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3597,0.63,73.62,3728.78
call,4800.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1446,0.0805,73.97,3728.72
put,4800.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.3995,0.677,73.97,3728.72
call,5000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1336,0.1645,74.41,3728.72
put,5000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.4408,0.7495,74.41,3728.72
call,5200.0,2023-12-28 00:09:00,2024-12-27 08:00:00,0.1241,0.065,75.0,3728.72
put,5200.0,2023-12-28 00:09:00,2024-12-27 08:00:00,0.4836,0.8075,75.0,3728.72
call,6000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.1256,0.1145,88.29,3728.74
put,6000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.6943,0.587,88.29,3728.74
put,7000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.938,0.79,94.53,3728.8
call,8000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0819,0.016,94.52,3728.76
put,8000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,1.1735,1.011,94.52,3728.76
call,9000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.063,0.015,94.53,3728.85
put,9000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,1.4161,2.062,94.53,3728.85
call,10000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,0.0491,0.0395,94.53,3728.85
put,10000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,1.6635,1.472,94.52,3728.83
put,12000.0,2023-12-27 08:01:00,2024-12-27 08:00:00,2.2346,1.9425,127.65,3728.83
call,15000.0,2024-02-19 18:03:00,2024-12-27 08:00:00,0.067,0.0155,127.65,3728.71
call,20000.0,2024-03-11 09:58:00,2024-12-27 08:00:00,0.0392,0.0075,127.64,3728.82
put,1000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0146,0.013,101.46,3728.82
call,2000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.5326,0.542,80.58,3728.86
put,2000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0526,0.037,80.3,3728.89
call,2400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4638,0.332,80.08,3728.74
put,2400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0884,0.064,80.08,3728.74
call,2500.0,2024-04-02 15:33:00,2025-03-28 08:00:00,0.4483,0.392,80.08,3728.74
put,2500.0,2024-04-02 15:33:00,2025-03-28 08:00:00,0.0985,0.1265,79.9,3728.78
put,2600.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1095,0.0805,79.9,3728.78
put,2800.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.131,0.1735,79.08,3728.73
call,3000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3757,0.2495,79.08,3728.73
put,3000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1565,0.1205,79.08,3728.73
call,3200.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3511,0.303,79.08,3728.83
put,3200.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1839,0.1435,79.08,3728.83
call,3300.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3395,0.292,79.08,3728.83
put,3300.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1983,0.156,79.08,3728.83
call,3400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3294,0.2425,79.46,3728.83
put,3400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2142,0.169,79.46,3728.86
call,3500.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3202,0.3305,79.92,3728.86
put,3500.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.231,0.443,79.92,3728.86
call,3600.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3102,0.3195,80.05,3728.86
put,3600.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2471,0.316,80.05,3728.86
call,3700.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3089,0.31,82.64,3728.91
put,3700.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2718,0.2153,82.64,3728.91
call,3800.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2829,0.3,77.78,3728.91
put,3800.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2718,0.3745,77.78,3728.91
call,4000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2494,0.282,73.45,3728.99
put,4000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2903,0.5205,73.45,3728.99
call,4200.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2374,0.2655,74.94,3728.99
put,4200.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3304,0.6184,74.94,3728.99
call,4400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2284,0.2495,76.85,3728.95
put,4400.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.3734,0.639,76.85,3728.95
call,4500.0,2024-05-22 02:52:00,2025-03-28 08:00:00,0.2214,0.2425,77.0,3728.95
call,4600.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.2057,0.235,74.67,3728.95
put,4600.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4027,0.195,74.63,3728.96
call,4800.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1931,0.233,74.95,3728.96
put,4800.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4422,0.617,74.95,3728.96
call,5000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1892,0.209,77.33,3728.96
put,5000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.4903,0.6085,77.33,3728.96
call,6000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1629,0.1585,84.27,3728.97
put,6000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.7243,0.631,84.27,3728.97
call,7000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1567,0.123,93.28,3729.01
put,7000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.9783,0.8315,93.28,3729.01
call,8000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1266,0.0985,93.12,3729.12
put,8000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.2079,1.048,92.99,3729.07
call,9000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.1033,0.081,92.99,3729.07
put,9000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.4453,1.2725,92.99,3729.07
call,10000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0855,0.067,92.99,3729.07
put,10000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.6877,2.0545,92.99,3729.07
call,11000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0713,0.057,92.99,3729.07
put,11000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,1.9335,2.2455,92.88,3729.04
call,12000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0597,0.0485,92.88,3729.04
put,12000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,2.1824,4.1075,92.88,3729.04
call,15000.0,2024-03-27 08:01:00,2025-03-28 08:00:00,0.0367,0.0325,92.79,3729.05
